hours_studied,previous_scores,extracurricular_activities,sleep_hours,sample_question_papers_practiced,performance_index,total_study_hours_proxy,g_avg
8,76,1,9,1,71.0,8.8,76
9,87,1,8,0,86.0,9.0,87
3,96,0,9,2,77.0,3.5999999999999996,96
3,87,1,7,5,72.0,4.5,87
2,49,0,6,4,24.0,2.8,49
3,80,0,7,7,60.0,5.1,80
3,75,1,5,7,55.0,5.1,75
5,68,1,7,1,54.0,5.5,68
5,53,0,8,8,39.0,9.0,53
2,43,0,7,3,19.0,2.6,43
6,83,0,7,0,68.0,6.0,83
5,95,1,8,1,83.0,5.5,95
6,81,1,7,5,72.0,9.0,81
1,75,0,8,4,49.0,1.4,75
5,89,0,5,6,74.0,8.0,89
9,84,1,8,8,86.0,16.2,84
2,52,0,5,5,26.0,3.0,52
1,85,1,5,5,60.0,1.5,85
9,57,1,8,1,54.0,9.9,57
9,72,0,7,6,73.0,14.4,72
9,60,0,9,1,61.0,9.9,60
6,55,1,6,6,45.0,9.600000000000001,55
8,54,0,9,7,57.0,13.6,54
1,93,1,8,0,68.0,1.0,93
4,96,1,7,8,72.0,7.2,96
1,44,1,5,7,17.0,1.7,44
8,45,0,4,8,37.0,14.4,45
1,77,0,6,4,54.0,1.4,77
3,42,0,9,3,22.0,3.9000000000000004,42
4,87,1,7,0,73.0,4.0,87
8,51,1,6,8,47.0,14.4,51
6,75,1,4,3,63.0,7.800000000000001,75
7,72,1,4,3,63.0,9.1,72
8,75,0,4,3,68.0,10.4,75
2,72,0,9,1,52.0,2.2,72
8,70,0,8,3,64.0,10.4,70
3,60,1,6,1,38.0,3.3000000000000003,60
7,66,1,8,7,60.0,11.9,66
3,66,0,4,6,45.0,4.800000000000001,66
7,47,1,7,9,39.0,13.299999999999999,47
2,95,0,4,1,75.0,2.2,95
6,76,1,8,1,67.0,6.6000000000000005,76
3,71,1,4,1,48.0,3.3000000000000003,71
3,65,1,4,0,44.0,3.0,65
9,41,1,8,5,37.0,13.5,41
7,51,1,8,5,41.0,10.5,51
5,61,0,7,0,47.0,5.0,61
7,56,0,8,0,45.0,7.0,56
9,46,0,7,5,43.0,13.5,46
1,82,1,5,5,54.0,1.5,82
7,43,0,5,3,32.0,9.1,43
6,76,0,8,2,64.0,7.199999999999999,76
9,77,1,4,8,74.0,16.2,77
1,71,1,6,5,50.0,1.5,71
4,50,0,4,0,33.0,4.0,50
9,40,0,8,2,36.0,10.799999999999999,40
4,64,0,7,0,45.0,4.0,64
3,81,0,4,2,58.0,3.5999999999999996,81
9,91,0,5,1,85.0,9.9,91
2,63,1,9,4,41.0,2.8,63
4,92,0,8,2,78.0,4.8,92
6,82,0,4,6,63.0,9.600000000000001,82
2,95,0,9,7,76.0,3.4,95
8,56,0,4,6,51.0,12.8,56
8,47,0,7,1,36.0,8.8,47
1,98,0,7,9,74.0,1.9,98
3,84,1,7,9,65.0,5.699999999999999,84
9,66,1,9,6,65.0,14.4,66
5,91,1,6,9,79.0,9.5,91
6,57,0,9,2,46.0,7.199999999999999,57
4,66,0,8,6,47.0,6.4,66
2,61,1,8,0,42.0,2.0,61
8,55,0,5,1,46.0,8.8,55
6,41,0,5,9,34.0,11.399999999999999,41
5,44,0,8,0,27.0,5.0,44
9,57,1,4,8,52.0,16.2,57
1,42,1,8,1,17.0,1.1,42
5,66,1,6,1,53.0,5.5,66
6,93,0,5,5,84.0,9.0,93
5,56,1,5,6,39.0,8.0,56
6,55,1,9,1,44.0,6.6000000000000005,55
6,45,1,5,3,36.0,7.800000000000001,45
7,90,0,8,2,81.0,8.4,90
4,46,1,5,4,30.0,5.6,46
8,89,1,5,8,80.0,14.4,89
7,53,0,9,1,41.0,7.700000000000001,53
9,77,1,8,4,77.0,12.6,77
7,79,0,4,7,69.0,11.9,79
3,54,0,5,5,34.0,4.5,54
3,86,1,5,3,64.0,3.9000000000000004,86
8,86,1,5,9,78.0,15.2,86
5,87,1,6,7,74.0,8.5,87
4,72,0,8,2,52.0,4.8,72
8,82,1,5,3,76.0,10.4,82
6,66,1,6,8,53.0,10.8,66
2,68,1,4,4,46.0,2.8,68
4,96,0,4,5,77.0,6.0,96
4,76,0,9,1,59.0,4.4,76
6,44,0,9,8,35.0,10.8,44
6,68,1,9,7,61.0,10.2,68
1,71,1,6,6,46.0,1.6,71
8,99,0,4,8,97.0,14.4,99
6,92,1,9,4,86.0,8.399999999999999,92
3,45,1,7,4,24.0,4.199999999999999,45
9,41,0,9,8,37.0,16.2,41
2,45,0,4,4,18.0,2.8,45
8,85,0,7,8,84.0,14.4,85
3,82,1,6,0,59.0,3.0,82
5,43,1,7,9,29.0,9.5,43
6,95,1,4,9,84.0,11.399999999999999,95
6,68,0,5,7,60.0,10.2,68
4,98,0,7,2,78.0,4.8,98
3,64,1,4,7,46.0,5.1,64
4,48,0,9,4,31.0,5.6,48
1,95,0,5,1,68.0,1.1,95
4,42,1,6,8,25.0,7.2,42
1,65,0,6,3,37.0,1.3,65
1,87,1,8,6,62.0,1.6,87
6,82,0,6,7,69.0,10.2,82
5,66,1,8,6,50.0,8.0,66
4,75,0,6,5,55.0,6.0,75
3,71,1,6,6,54.0,4.800000000000001,71
1,40,0,6,3,12.0,1.3,40
6,96,0,8,9,88.0,11.399999999999999,96
2,92,0,9,0,69.0,2.0,92
8,93,0,8,4,88.0,11.2,93
5,55,0,7,7,41.0,8.5,55
7,90,1,4,9,83.0,13.299999999999999,90
2,87,1,4,5,62.0,3.0,87
8,50,1,9,4,45.0,11.2,50
2,65,0,4,1,42.0,2.2,65
4,79,1,6,9,65.0,7.6,79
1,94,0,9,4,73.0,1.4,94
5,40,0,4,9,23.0,9.5,40
9,65,1,8,2,61.0,10.799999999999999,65
1,67,1,7,1,41.0,1.1,67
9,92,0,5,2,85.0,10.799999999999999,92
8,97,0,7,3,93.0,10.4,97
6,48,1,4,1,35.0,6.6000000000000005,48
7,99,1,9,3,92.0,9.1,99
3,98,0,4,3,79.0,3.9000000000000004,98
1,83,0,8,5,57.0,1.5,83
5,61,1,7,4,49.0,7.0,61
2,47,0,8,6,28.0,3.2,47
5,97,0,8,6,85.0,8.0,97
8,88,1,5,2,82.0,9.6,88
9,81,1,8,8,80.0,16.2,81
2,66,0,8,6,41.0,3.2,66
3,78,0,5,6,57.0,4.800000000000001,78
3,58,1,6,1,41.0,3.3000000000000003,58
1,64,0,6,9,43.0,1.9,64
8,77,1,9,2,73.0,9.6,77
6,60,0,5,2,46.0,7.199999999999999,60
8,63,1,9,5,61.0,12.0,63
9,63,0,9,3,61.0,11.700000000000001,63
5,99,0,8,3,87.0,6.5,99
3,99,0,9,0,78.0,3.0,99
5,58,1,4,5,43.0,7.5,58
5,89,1,7,7,75.0,8.5,89
5,86,1,4,7,72.0,8.5,86
3,41,0,4,7,18.0,5.1,41
4,53,0,8,4,36.0,5.6,53
9,92,1,7,9,92.0,17.099999999999998,92
9,71,1,9,5,71.0,13.5,71
2,81,0,7,4,58.0,2.8,81
8,71,0,9,3,69.0,10.4,71
8,67,0,6,3,58.0,10.4,67
7,87,0,5,3,74.0,9.1,87
8,78,1,8,3,72.0,10.4,78
3,79,1,9,5,61.0,4.5,79
6,81,0,9,5,74.0,9.0,81
1,86,0,7,4,60.0,1.4,86
7,79,0,8,8,70.0,12.6,79
1,52,1,9,7,27.0,1.7,52
9,51,1,6,9,49.0,17.099999999999998,51
1,47,0,4,5,17.0,1.5,47
1,54,0,9,8,34.0,1.8,54
7,65,0,7,4,51.0,9.799999999999999,65
2,51,0,6,9,27.0,3.8,51
5,82,0,8,3,67.0,6.5,82
8,90,0,9,5,84.0,12.0,90
8,85,1,6,3,81.0,10.4,85
3,66,1,6,7,45.0,5.1,66
7,57,1,6,6,50.0,11.200000000000001,57
3,84,0,6,4,67.0,4.199999999999999,84
6,75,0,6,9,67.0,11.399999999999999,75
6,88,0,6,5,77.0,9.0,88
3,90,1,5,6,70.0,4.800000000000001,90
7,66,0,8,1,59.0,7.700000000000001,66
3,48,1,4,8,27.0,5.4,48
8,94,0,8,6,88.0,12.8,94
4,78,0,7,7,60.0,6.8,78
1,40,0,7,4,14.0,1.4,40
4,46,1,8,2,27.0,4.8,46
7,65,1,6,1,54.0,7.700000000000001,65
4,46,1,5,1,32.0,4.4,46
6,91,0,4,2,79.0,7.199999999999999,91
9,46,1,9,0,44.0,9.0,46
1,47,0,9,0,20.0,1.0,47
5,55,0,6,6,42.0,8.0,55
7,42,1,8,9,33.0,13.299999999999999,42
1,84,1,9,7,58.0,1.7,84
4,49,0,8,5,31.0,6.0,49
6,89,0,5,6,75.0,9.600000000000001,89
2,46,0,5,0,22.0,2.0,46
5,60,0,8,0,46.0,5.0,60
1,92,1,6,8,68.0,1.8,92
6,76,1,6,4,66.0,8.399999999999999,76
6,70,1,6,6,60.0,9.600000000000001,70
4,62,0,9,5,44.0,6.0,62
8,96,0,4,3,90.0,10.4,96
4,66,0,4,0,47.0,4.0,66
8,95,1,6,3,88.0,10.4,95
8,61,0,8,9,56.0,15.2,61
5,78,0,5,9,66.0,9.5,78
4,96,1,7,7,78.0,6.8,96
2,66,1,5,0,43.0,2.0,66
3,93,0,5,1,72.0,3.3000000000000003,93
3,88,1,7,7,69.0,5.1,88
4,43,0,6,1,24.0,4.4,43
4,63,1,5,9,47.0,7.6,63
5,62,0,7,8,45.0,9.0,62
4,87,1,9,2,72.0,4.8,87
8,58,1,8,2,51.0,9.6,58
6,81,1,8,5,73.0,9.0,81
6,42,1,8,2,28.0,7.199999999999999,42
8,66,0,6,8,56.0,14.4,66
7,42,0,5,7,29.0,11.9,42
8,67,1,5,3,60.0,10.4,67
2,56,0,4,5,28.0,3.0,56
9,70,1,8,7,66.0,15.299999999999999,70
1,49,1,6,3,21.0,1.3,49
8,88,0,7,4,84.0,11.2,88
4,61,0,6,6,42.0,6.4,61
4,69,0,5,7,51.0,6.8,69
5,88,0,8,6,74.0,8.0,88
8,60,0,4,7,50.0,13.6,60
5,75,0,9,3,62.0,6.5,75
8,92,0,6,0,90.0,8.0,92
1,62,1,4,5,32.0,1.5,62
9,77,0,5,4,71.0,12.6,77
6,51,1,7,3,37.0,7.800000000000001,51
3,64,0,6,1,42.0,3.3000000000000003,64
8,93,0,9,0,85.0,8.0,93
9,96,1,5,8,96.0,16.2,96
6,59,1,8,1,51.0,6.6000000000000005,59
7,88,1,6,8,82.0,12.6,88
1,88,1,4,5,64.0,1.5,88
5,81,0,6,5,67.0,7.5,81
5,46,0,5,1,32.0,5.5,46
4,68,1,5,5,50.0,6.0,68
6,87,1,4,2,73.0,7.199999999999999,87
7,68,0,9,6,62.0,11.200000000000001,68
9,52,0,5,9,48.0,17.099999999999998,52
1,42,1,6,3,20.0,1.3,42
6,41,0,9,8,33.0,10.8,41
7,55,0,4,4,43.0,9.799999999999999,55
3,69,1,5,9,49.0,5.699999999999999,69
8,77,1,5,2,70.0,9.6,77
5,45,1,6,0,28.0,5.0,45
9,84,1,5,0,82.0,9.0,84
5,46,0,6,3,29.0,6.5,46
9,44,1,8,9,42.0,17.099999999999998,44
4,95,0,9,9,79.0,7.6,95
9,46,0,6,3,41.0,11.700000000000001,46
5,73,0,7,8,61.0,9.0,73
9,71,0,5,7,69.0,15.299999999999999,71
3,88,1,8,3,68.0,3.9000000000000004,88
4,52,0,9,5,38.0,6.0,52
9,69,1,4,6,67.0,14.4,69
6,64,0,7,9,54.0,11.399999999999999,64
2,60,1,4,7,39.0,3.4,60
7,99,0,7,3,93.0,9.1,99
2,98,0,8,0,76.0,2.0,98
2,60,1,9,4,39.0,2.8,60
1,67,1,8,0,38.0,1.0,67
3,87,1,8,3,69.0,3.9000000000000004,87
6,97,1,7,6,88.0,9.600000000000001,97
8,59,0,6,6,54.0,12.8,59
9,73,0,9,0,68.0,9.0,73
7,44,0,4,8,33.0,12.6,44
4,57,0,6,1,40.0,4.4,57
6,99,0,6,4,87.0,8.399999999999999,99
5,78,1,5,5,64.0,7.5,78
8,82,1,4,0,70.0,8.0,82
1,96,0,7,1,70.0,1.1,96
1,96,1,5,6,72.0,1.6,96
6,50,0,5,5,38.0,9.0,50
2,93,0,8,5,71.0,3.0,93
5,56,1,7,5,40.0,7.5,56
1,87,0,6,6,58.0,1.6,87
7,84,1,9,9,77.0,13.299999999999999,84
1,61,0,6,8,38.0,1.8,61
4,76,1,6,8,60.0,7.2,76
9,59,0,8,1,57.0,9.9,59
1,87,0,6,1,63.0,1.1,87
4,99,1,4,4,82.0,5.6,99
6,93,0,6,9,84.0,11.399999999999999,93
6,93,0,6,6,84.0,9.600000000000001,93
8,87,1,4,2,77.0,9.6,87
1,87,1,8,2,61.0,1.2,87
7,85,1,5,3,73.0,9.1,85
1,45,0,7,2,15.0,1.2,45
7,73,1,8,2,64.0,8.4,73
3,53,1,6,7,33.0,5.1,53
8,87,1,5,6,78.0,12.8,87
3,62,0,7,6,43.0,4.800000000000001,62
1,59,1,7,9,34.0,1.9,59
8,52,0,7,1,48.0,8.8,52
3,86,0,4,8,66.0,5.4,86
2,83,1,4,5,60.0,3.0,83
1,80,0,5,2,53.0,1.2,80
3,71,0,6,8,51.0,5.4,71
2,65,0,5,8,43.0,3.6,65
2,89,0,6,5,68.0,3.0,89
6,92,0,8,9,80.0,11.399999999999999,92
1,53,1,7,5,26.0,1.5,53
2,91,1,7,7,70.0,3.4,91
6,96,1,4,7,85.0,10.2,96
3,75,0,8,5,57.0,4.5,75
4,47,1,9,6,30.0,6.4,47
1,79,0,8,3,56.0,1.3,79
8,61,0,6,0,53.0,8.0,61
7,61,0,8,3,52.0,9.1,61
7,55,0,4,7,47.0,11.9,55
3,66,1,6,7,48.0,5.1,66
3,95,0,5,1,78.0,3.3000000000000003,95
2,99,1,6,6,79.0,3.2,99
1,99,1,5,0,75.0,1.0,99
7,49,0,9,1,40.0,7.700000000000001,49
7,64,1,6,7,59.0,11.9,64
2,70,1,7,9,49.0,3.8,70
7,60,1,9,3,48.0,9.1,60
8,66,0,5,2,60.0,9.6,66
1,56,0,4,1,29.0,1.1,56
9,72,0,9,5,68.0,13.5,72
7,70,1,9,3,63.0,9.1,70
3,89,1,9,2,71.0,3.5999999999999996,89
8,81,0,5,2,76.0,9.6,81
7,65,0,5,9,57.0,13.299999999999999,65
8,60,1,6,2,54.0,9.6,60
6,75,0,7,7,61.0,10.2,75
9,40,0,9,8,34.0,16.2,40
5,43,1,6,8,32.0,9.0,43
3,43,1,6,4,23.0,4.199999999999999,43
3,65,0,7,0,44.0,3.0,65
1,43,0,6,9,18.0,1.9,43
8,88,0,7,4,82.0,11.2,88
2,48,0,4,0,18.0,2.0,48
3,69,1,7,8,52.0,5.4,69
8,90,0,8,9,88.0,15.2,90
8,84,0,7,7,78.0,13.6,84
4,43,1,7,6,26.0,6.4,43
4,44,1,8,1,26.0,4.4,44
5,84,1,7,1,74.0,5.5,84
6,62,1,5,3,52.0,7.800000000000001,62
5,55,1,6,8,40.0,9.0,55
7,61,1,6,8,54.0,12.6,61
2,76,1,4,7,51.0,3.4,76
7,47,0,4,4,35.0,9.799999999999999,47
7,87,0,8,6,79.0,11.200000000000001,87
1,72,1,5,8,45.0,1.8,72
7,94,0,4,2,81.0,8.4,94
5,99,0,6,3,87.0,6.5,99
3,77,1,4,1,56.0,3.3000000000000003,77
3,82,1,4,8,65.0,5.4,82
4,55,1,7,6,38.0,6.4,55
2,44,1,4,5,17.0,3.0,44
2,55,1,8,4,35.0,2.8,55
1,46,0,6,6,20.0,1.6,46
5,90,0,8,2,75.0,6.0,90
4,40,1,8,4,26.0,5.6,40
2,48,1,9,1,23.0,2.2,48
3,57,0,5,4,38.0,4.199999999999999,57
7,84,0,9,6,78.0,11.200000000000001,84
7,97,0,9,9,91.0,13.299999999999999,97
4,86,1,7,6,67.0,6.4,86
5,42,1,8,8,31.0,9.0,42
5,63,0,5,2,49.0,6.0,63
6,67,1,6,7,57.0,10.2,67
9,49,0,6,4,45.0,12.6,49
2,48,1,5,6,22.0,3.2,48
5,52,1,8,0,35.0,5.0,52
3,87,0,8,0,65.0,3.0,87
4,74,0,7,3,53.0,5.2,74
6,93,1,7,4,79.0,8.399999999999999,93
8,62,0,9,9,57.0,15.2,62
1,86,1,6,2,58.0,1.2,86
8,56,0,7,5,50.0,12.0,56
7,85,0,5,2,75.0,8.4,85
1,46,1,6,4,17.0,1.4,46
2,91,1,8,0,70.0,2.0,91
3,55,1,6,2,36.0,3.5999999999999996,55
1,92,0,4,6,61.0,1.6,92
9,79,0,6,2,78.0,10.799999999999999,79
8,75,1,7,4,71.0,11.2,75
2,59,0,5,6,36.0,3.2,59
9,63,1,8,1,63.0,9.9,63
7,86,1,8,2,78.0,8.4,86
9,44,1,7,3,39.0,11.700000000000001,44
6,84,1,7,4,70.0,8.399999999999999,84
6,45,1,7,8,34.0,10.8,45
4,67,0,4,8,49.0,7.2,67
2,98,0,5,3,71.0,2.6,98
7,44,1,4,8,34.0,12.6,44
5,88,0,7,3,77.0,6.5,88
6,78,1,5,1,67.0,6.6000000000000005,78
2,77,0,7,9,52.0,3.8,77
5,41,0,5,0,25.0,5.0,41
4,82,1,8,6,68.0,6.4,82
9,78,0,4,3,76.0,11.700000000000001,78
6,93,1,9,7,85.0,10.2,93
2,60,0,7,7,40.0,3.4,60
1,79,1,7,7,56.0,1.7,79
5,76,1,6,5,62.0,7.5,76
9,98,1,9,8,99.0,16.2,98
6,57,1,8,3,46.0,7.800000000000001,57
7,93,1,7,4,86.0,9.799999999999999,93
5,87,1,4,3,73.0,6.5,87
6,85,0,8,4,74.0,8.399999999999999,85
5,51,1,7,1,37.0,5.5,51
9,56,0,4,4,50.0,12.6,56
6,76,1,6,9,65.0,11.399999999999999,76
8,85,0,6,7,79.0,13.6,85
2,77,1,4,8,53.0,3.6,77
9,54,1,8,6,55.0,14.4,54
5,46,0,4,6,31.0,8.0,46
7,53,1,9,5,47.0,10.5,53
1,89,1,4,1,63.0,1.1,89
5,40,1,6,9,27.0,9.5,40
2,77,1,6,9,53.0,3.8,77
6,42,0,6,8,33.0,10.8,42
1,76,1,9,4,56.0,1.4,76
3,83,0,7,5,65.0,4.5,83
5,70,1,9,0,55.0,5.0,70
4,82,1,7,4,67.0,5.6,82
3,52,1,9,5,32.0,4.5,52
5,87,1,5,9,73.0,9.5,87
8,57,0,7,1,45.0,8.8,57
4,56,1,8,6,43.0,6.4,56
1,56,1,8,3,32.0,1.3,56
7,50,1,6,4,42.0,9.799999999999999,50
8,59,0,9,2,55.0,9.6,59
3,49,0,4,4,28.0,4.199999999999999,49
6,68,0,6,3,58.0,7.800000000000001,68
2,87,0,4,9,67.0,3.8,87
7,73,1,9,5,66.0,10.5,73
8,56,1,6,1,46.0,8.8,56
6,93,0,6,2,79.0,7.199999999999999,93
6,91,1,8,9,83.0,11.399999999999999,91
5,81,1,4,0,63.0,5.0,81
8,52,0,5,6,45.0,12.8,52
1,83,1,5,8,63.0,1.8,83
4,86,0,6,1,70.0,4.4,86
4,78,0,9,6,58.0,6.4,78
3,66,0,6,2,50.0,3.5999999999999996,66
3,93,0,8,4,77.0,4.199999999999999,93
4,92,0,4,5,75.0,6.0,92
1,65,0,6,7,40.0,1.7,65
2,67,1,9,3,43.0,2.6,67
9,52,1,5,1,47.0,9.9,52
2,51,1,4,2,22.0,2.4,51
5,83,0,6,7,71.0,8.5,83
9,67,0,4,6,63.0,14.4,67
9,41,0,8,5,37.0,13.5,41
8,76,1,5,4,72.0,11.2,76
1,96,1,9,4,73.0,1.4,96
1,96,0,4,0,72.0,1.0,96
9,73,0,5,5,68.0,13.5,73
8,62,0,6,8,59.0,14.4,62
9,97,0,9,7,97.0,15.299999999999999,97
7,91,0,9,9,83.0,13.299999999999999,91
3,84,1,7,0,65.0,3.0,84
3,68,0,4,5,47.0,4.5,68
2,74,0,5,2,51.0,2.4,74
5,50,0,4,5,32.0,7.5,50
3,87,0,6,8,63.0,5.4,87
6,72,1,6,5,60.0,9.0,72
2,90,0,9,7,70.0,3.4,90
3,50,0,9,5,32.0,4.5,50
5,48,0,5,5,32.0,7.5,48
1,53,1,8,6,29.0,1.6,53
1,48,0,4,9,21.0,1.9,48
9,78,1,4,3,74.0,11.700000000000001,78
7,87,0,6,7,81.0,11.9,87
1,42,0,4,3,11.0,1.3,42
8,68,0,5,6,65.0,12.8,68
3,58,0,7,0,37.0,3.0,58
8,75,0,9,8,75.0,14.4,75
5,71,0,6,9,61.0,9.5,71
1,46,0,9,8,17.0,1.8,46
7,94,0,9,6,87.0,11.200000000000001,94
5,67,0,9,7,52.0,8.5,67
6,83,1,7,1,71.0,6.6000000000000005,83
6,57,1,4,9,46.0,11.399999999999999,57
8,99,1,8,9,99.0,15.2,99
9,44,1,9,6,40.0,14.4,44
2,62,0,5,0,42.0,2.0,62
9,94,0,9,2,91.0,10.799999999999999,94
9,61,1,9,5,57.0,13.5,61
7,65,1,4,4,58.0,9.799999999999999,65
1,81,1,5,4,55.0,1.4,81
7,51,1,4,8,46.0,12.6,51
5,79,0,9,5,64.0,7.5,79
6,58,1,4,2,45.0,7.199999999999999,58
7,86,0,4,1,78.0,7.700000000000001,86
5,40,0,6,8,24.0,9.0,40
7,42,0,7,9,36.0,13.299999999999999,42
9,66,1,8,3,65.0,11.700000000000001,66
3,57,1,7,4,35.0,4.199999999999999,57
8,89,0,7,8,87.0,14.4,89
2,69,1,5,4,45.0,2.8,69
7,41,1,6,6,35.0,11.200000000000001,41
2,44,0,6,1,18.0,2.2,44
4,68,0,4,1,46.0,4.4,68
7,72,1,7,3,63.0,9.1,72
3,81,0,8,7,62.0,5.1,81
2,59,1,5,1,35.0,2.2,59
7,69,1,6,9,63.0,13.299999999999999,69
1,81,0,4,6,58.0,1.6,81
8,44,0,8,0,37.0,8.0,44
3,89,1,7,8,74.0,5.4,89
2,60,0,8,9,40.0,3.8,60
3,97,1,6,5,78.0,4.5,97
5,54,0,5,0,38.0,5.0,54
8,59,1,7,9,55.0,15.2,59
7,47,0,5,5,39.0,10.5,47
7,88,1,9,4,84.0,9.799999999999999,88
7,70,1,8,4,60.0,9.799999999999999,70
8,51,0,8,4,47.0,11.2,51
1,60,1,4,3,34.0,1.3,60
4,69,1,7,6,54.0,6.4,69
6,66,1,8,8,56.0,10.8,66
9,83,1,6,3,82.0,11.700000000000001,83
2,65,1,9,1,45.0,2.2,65
1,72,0,6,1,45.0,1.1,72
2,65,1,5,1,43.0,2.2,65
7,65,1,9,6,57.0,11.200000000000001,65
3,75,1,9,3,56.0,3.9000000000000004,75
2,79,0,6,3,56.0,2.6,79
7,40,0,8,0,30.0,7.0,40
2,98,1,6,3,75.0,2.6,98
3,54,1,7,5,33.0,4.5,54
7,89,0,5,1,80.0,7.700000000000001,89
4,40,0,9,3,27.0,5.2,40
1,50,1,7,6,26.0,1.6,50
5,94,0,8,8,81.0,9.0,94
9,41,1,8,1,41.0,9.9,41
8,40,1,6,7,34.0,13.6,40
9,70,1,4,5,68.0,13.5,70
9,83,0,9,7,83.0,15.299999999999999,83
7,55,1,9,1,44.0,7.700000000000001,55
4,93,1,4,0,75.0,4.0,93
5,61,0,8,6,52.0,8.0,61
1,81,1,8,8,56.0,1.8,81
1,57,1,9,8,37.0,1.8,57
3,86,1,5,1,67.0,3.3000000000000003,86
8,56,0,9,3,50.0,10.4,56
2,69,0,8,0,46.0,2.0,69
4,49,1,8,6,31.0,6.4,49
2,74,0,5,1,51.0,2.2,74
5,97,1,7,3,82.0,6.5,97
9,60,1,7,1,58.0,9.9,60
1,55,0,5,0,31.0,1.0,55
5,45,0,5,6,29.0,8.0,45
9,42,1,7,5,40.0,13.5,42
1,80,0,7,1,51.0,1.1,80
9,82,0,7,3,79.0,11.700000000000001,82
8,60,0,7,2,52.0,9.6,60
4,52,1,9,2,36.0,4.8,52
5,57,1,9,2,43.0,6.0,57
5,97,0,6,3,81.0,6.5,97
6,93,1,5,0,81.0,6.0,93
7,99,1,4,0,84.0,7.0,99
8,63,0,6,6,55.0,12.8,63
8,66,1,4,4,64.0,11.2,66
2,93,0,4,2,68.0,2.4,93
9,43,1,8,8,41.0,16.2,43
7,61,1,5,4,53.0,9.799999999999999,61
4,63,0,9,9,50.0,7.6,63
4,79,1,6,2,65.0,4.8,79
8,84,0,5,8,78.0,14.4,84
4,49,1,7,0,31.0,4.0,49
6,41,1,5,8,30.0,10.8,41
5,79,1,4,4,64.0,7.0,79
3,45,0,9,5,26.0,4.5,45
2,87,1,7,1,66.0,2.2,87
9,57,1,5,7,55.0,15.299999999999999,57
9,56,0,5,2,52.0,10.799999999999999,56
1,77,0,9,0,57.0,1.0,77
3,84,1,4,6,68.0,4.800000000000001,84
8,62,0,7,2,57.0,9.6,62
6,85,0,4,3,75.0,7.800000000000001,85
5,69,0,9,4,54.0,7.0,69
5,97,0,5,0,82.0,5.0,97
6,60,1,6,8,51.0,10.8,60
7,49,0,6,6,43.0,11.200000000000001,49
1,95,1,8,1,68.0,1.1,95
9,82,1,6,0,77.0,9.0,82
3,52,1,9,1,33.0,3.3000000000000003,52
4,51,0,9,2,37.0,4.8,51
1,48,0,9,2,23.0,1.2,48
3,43,1,7,7,26.0,5.1,43
2,78,1,8,4,56.0,2.8,78
2,63,0,7,8,42.0,3.6,63
1,93,0,6,2,65.0,1.2,93
8,73,1,6,5,66.0,12.0,73
3,78,0,5,3,57.0,3.9000000000000004,78
3,80,0,7,7,59.0,5.1,80
6,44,1,4,0,28.0,6.0,44
8,54,0,5,3,46.0,10.4,54
9,89,0,7,6,84.0,14.4,89
9,43,1,9,8,42.0,16.2,43
4,90,0,8,0,73.0,4.0,90
5,91,1,7,7,77.0,8.5,91
2,97,0,8,1,74.0,2.2,97
9,78,1,8,3,75.0,11.700000000000001,78
8,97,0,6,3,94.0,10.4,97
3,47,1,4,7,27.0,5.1,47
9,88,0,7,1,89.0,9.9,88
3,84,0,4,6,62.0,4.800000000000001,84
9,63,0,8,2,59.0,10.799999999999999,63
2,92,1,6,8,73.0,3.6,92
9,67,0,4,4,57.0,12.6,67
8,94,1,5,7,90.0,13.6,94
9,82,0,8,4,80.0,12.6,82
5,66,0,5,0,50.0,5.0,66
2,40,0,9,8,18.0,3.6,40
8,73,0,4,9,68.0,15.2,73
6,56,0,4,6,39.0,9.600000000000001,56
8,76,0,4,3,67.0,10.4,76
5,77,1,9,6,69.0,8.0,77
2,65,1,7,4,43.0,2.8,65
6,96,0,8,9,84.0,11.399999999999999,96
5,63,0,8,8,50.0,9.0,63
5,78,0,8,1,65.0,5.5,78
1,99,0,7,3,74.0,1.3,99
2,60,0,4,5,35.0,3.0,60
8,69,1,4,4,61.0,11.2,69
3,86,0,9,0,64.0,3.0,86
3,90,0,5,8,66.0,5.4,90
8,87,1,7,8,81.0,14.4,87
8,96,1,6,2,93.0,9.6,96
2,52,1,7,3,28.0,2.6,52
8,76,0,9,3,71.0,10.4,76
1,42,0,5,9,13.0,1.9,42
6,71,0,5,7,59.0,10.2,71
8,74,0,5,5,67.0,12.0,74
3,58,0,4,1,35.0,3.3000000000000003,58
8,53,1,6,3,46.0,10.4,53
1,87,0,5,0,59.0,1.0,87
9,61,0,8,2,57.0,10.799999999999999,61
9,56,0,4,3,51.0,11.700000000000001,56
5,98,1,6,7,80.0,8.5,98
4,43,0,8,2,22.0,4.8,43
6,84,0,6,4,71.0,8.399999999999999,84
7,79,0,9,0,73.0,7.0,79
5,58,0,6,3,40.0,6.5,58
9,76,1,8,1,75.0,9.9,76
3,41,1,7,3,24.0,3.9000000000000004,41
7,54,1,6,4,45.0,9.799999999999999,54
5,41,0,7,2,25.0,6.0,41
7,50,1,6,5,42.0,10.5,50
2,84,1,9,1,63.0,2.2,84
4,62,0,8,4,44.0,5.6,62
2,49,0,6,3,26.0,2.6,49
